diagram_id,similarity_score,ged_value,max_possible_ged,normalized_ged,semantic_score,structural_score,relationship_score,details,num_edit_operations,edit_operations_summary,variation_type,expected_score_range,modifications,human_score,nodes_key,nodes_student,nodes_matched,nodes_missing,nodes_extra,edges_key,edges_student,edges_wrong_type,system_category,human_category,error,abs_error,iteration
student_038,88.5808790169003,2.836059705168009,22.0,0.128911804780364,59.62596221693924,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.304730579257011, 'total_attr_cost': 7.738850913445154, 'total_method_cost': 14.48513459165891}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_methods,"[70, 85]","['Removed method hitungTotal from KeranjangBelanja', 'Removed method perbarui from Produk']",86.65912305671108,7,7,7,0,0,8,8,0,Good,Good,1.921755960189216,1.921755960189216,iter_01
student_039,68.94103925582797,9.91132631227374,22.0,0.4505148323760791,59.907860255667146,100.0,75.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 2, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.2257991284132, 'total_attr_cost': 8.295769315958022, 'total_method_cost': 17.315278559923172}",30,"{'node_substitutions': 28, 'edge_wrong_types': 2, 'total_operations': 30}",missing_methods,"[70, 85]","['Removed method perbarui from Pelanggan', 'Removed method terapkanDiskon from Produk', 'Removed method kirimPesanan from Pengiriman']",68.12192116895935,7,7,7,0,0,8,8,2,Fair,Fair,0.8191180868686274,0.8191180868686274,iter_01
student_040,70.63902970432318,9.14425565029184,22.0,0.4156479841041745,59.04451379818576,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.467536136507988, 'total_attr_cost': 9.41793568233649, 'total_method_cost': 17.344383587439857}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_methods,"[70, 85]","['Removed method perbarui from Pelanggan', 'Removed method daftar from Pelanggan', 'Removed method kirimPesanan from Pengiriman']",72.02765018219156,7,7,7,0,0,8,8,0,Good,Good,1.3886204778683862,1.3886204778683862,iter_01
student_041,84.34527582381179,4.083262856304645,22.0,0.1856028571047566,60.15403403767517,100.0,75.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 2, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",30,"{'node_substitutions': 28, 'edge_wrong_types': 2, 'total_operations': 30}",wrong_relationships,"[50, 70]","['Changed relationship rel_3 from association to composition', 'Changed relationship rel_8 from association to aggregation', 'Changed relationship rel_1 from association to composition']",80.0,7,7,7,0,0,8,8,2,Good,Good,4.3452758238117895,4.3452758238117895,iter_01
student_042,81.83530443307248,4.883262856304645,22.0,0.2219664934683929,60.15403403767517,100.0,62.5,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 3, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",31,"{'node_substitutions': 28, 'edge_wrong_types': 3, 'total_operations': 31}",wrong_relationships,"[50, 70]","['Changed relationship rel_7 from association to composition', 'Changed relationship rel_2 from association to composition', 'Changed relationship rel_1 from association to aggregation']",80.0,7,7,7,0,0,8,8,3,Good,Good,1.83530443307248,1.83530443307248,iter_01
student_043,81.83530443307248,4.883262856304645,22.0,0.2219664934683929,60.15403403767517,100.0,62.5,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 3, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",31,"{'node_substitutions': 28, 'edge_wrong_types': 3, 'total_operations': 31}",wrong_relationships,"[50, 70]","['Changed relationship rel_4 from composition to association', 'Changed relationship rel_1 from association to generalization', 'Changed relationship rel_7 from association to generalization']",80.0,7,7,7,0,0,8,8,3,Good,Good,1.83530443307248,1.83530443307248,iter_01
student_044,81.83530443307248,4.883262856304645,22.0,0.2219664934683929,60.15403403767517,100.0,62.5,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 3, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",31,"{'node_substitutions': 28, 'edge_wrong_types': 3, 'total_operations': 31}",wrong_relationships,"[50, 70]","['Changed relationship rel_2 from association to generalization', 'Changed relationship rel_4 from composition to aggregation', 'Changed relationship rel_6 from association to composition']",80.0,7,7,7,0,0,8,8,3,Good,Good,1.83530443307248,1.83530443307248,iter_01
student_045,84.34527582381179,4.083262856304645,22.0,0.1856028571047566,60.15403403767517,100.0,75.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 2, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",30,"{'node_substitutions': 28, 'edge_wrong_types': 2, 'total_operations': 30}",wrong_relationships,"[50, 70]","['Changed relationship rel_1 from association to aggregation', 'Changed relationship rel_5 from aggregation to composition']",80.0,7,7,7,0,0,8,8,2,Good,Good,4.3452758238117895,4.3452758238117895,iter_01
student_046,81.04701380003225,5.144738551725943,22.0,0.2338517523511792,55.87692310412724,85.71428571428572,50.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 2, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 9.265846148133278, 'total_attr_cost': 8.37148096561432, 'total_method_cost': 8.589135736227036}",23,"{'node_substitutions': 21, 'edge_wrong_types': 2, 'total_operations': 23}",combination_errors,"[40, 60]","['Removed class: Produk', 'Removed attribute idKeranjang from KeranjangBelanja', 'Removed attribute idPesanan from Pesanan', 'Changed relationship rel_3 to generalization', 'Changed relationship rel_4 to aggregation']",70.0,7,6,6,1,0,8,6,2,Good,Good,11.047013800032246,11.047013800032246,iter_01
student_047,81.12299639458624,5.119313853979111,22.0,0.2326960842717777,55.87692310412724,85.71428571428572,50.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 2, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 9.265846148133278, 'total_attr_cost': 7.8434648046890905, 'total_method_cost': 8.589135736227036}",23,"{'node_substitutions': 21, 'edge_wrong_types': 2, 'total_operations': 23}",combination_errors,"[40, 60]","['Removed class: Produk', 'Removed attribute idPembayaran from Pembayaran', 'Removed attribute idPesanan from Pesanan', 'Changed relationship rel_3 to generalization', 'Changed relationship rel_6 to composition']",70.0,7,6,6,1,0,8,6,2,Good,Good,11.122996394586238,11.122996394586238,iter_01
student_048,81.05483614912158,5.142118897785743,22.0,0.2337326771720792,55.87692310412724,85.71428571428572,50.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 2, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 9.265846148133278, 'total_attr_cost': 8.977741581201553, 'total_method_cost': 8.589135736227036}",23,"{'node_substitutions': 21, 'edge_wrong_types': 2, 'total_operations': 23}",combination_errors,"[40, 60]","['Removed class: Produk', 'Removed attribute idFaktur from Faktur', 'Removed attribute idKeranjang from KeranjangBelanja', 'Changed relationship rel_8 to generalization', 'Changed relationship rel_1 to composition']",70.0,7,6,6,1,0,8,6,2,Good,Good,11.054836149121584,11.054836149121584,iter_01
student_049,76.17680928896485,6.880180471390486,22.0,0.3127354759722948,56.75448030233383,85.71428571428572,25.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 3, 'edges_wrong_type': 1, 'edges_missing': 5, 'edges_extra': 0, 'total_name_cost': 9.081559136509895, 'total_attr_cost': 7.505109713474909, 'total_method_cost': 9.506408582131067}",22,"{'node_substitutions': 21, 'edge_wrong_types': 1, 'total_operations': 22}",combination_errors,"[40, 60]","['Removed class: Pesanan', 'Removed attribute idPembayaran from Pembayaran', 'Removed attribute idPelanggan from Pelanggan', 'Changed relationship rel_5 to generalization', 'Changed relationship rel_4 to aggregation']",70.0,7,6,6,1,0,8,3,1,Good,Good,6.176809288964847,6.176809288964847,iter_01
student_050,78.22988755586249,6.122244179745515,22.0,0.2782838263520688,58.06642444360824,85.71428571428572,50.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 2, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 8.80605086684227, 'total_attr_cost': 8.917002245783806, 'total_method_cost': 8.66300027569135}",23,"{'node_substitutions': 21, 'edge_wrong_types': 2, 'total_operations': 23}",combination_errors,"[40, 60]","['Removed class: Pembayaran', 'Removed attribute idProduk from Produk', 'Removed attribute idKeranjang from KeranjangBelanja', 'Changed relationship rel_1 to generalization', 'Changed relationship rel_2 to aggregation']",70.0,7,6,6,1,0,8,6,2,Good,Good,8.22988755586249,8.22988755586249,iter_01
student_001,89.85730426994462,2.4832628563046457,22.0,0.1128755843774838,60.15403403767517,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",perfect_translation,"[95, 100]",['Translated all elements to Indonesian'],89.87187729816887,7,7,7,0,0,8,8,0,Good,Good,0.0145730282242482,0.0145730282242482,iter_02
student_002,89.85730426994462,2.4832628563046457,22.0,0.1128755843774838,60.15403403767517,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",perfect_translation,"[95, 100]",['Translated all elements to Indonesian'],88.35843680982079,7,7,7,0,0,8,8,0,Good,Good,1.498867460123833,1.498867460123833,iter_02
student_003,89.85730426994462,2.4832628563046457,22.0,0.1128755843774838,60.15403403767517,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",perfect_translation,"[95, 100]",['Translated all elements to Indonesian'],89.34949098915635,7,7,7,0,0,8,8,0,Good,Good,0.5078132807882696,0.5078132807882696,iter_02
student_004,89.85730426994462,2.4832628563046457,22.0,0.1128755843774838,60.15403403767517,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",perfect_translation,"[95, 100]",['Translated all elements to Indonesian'],87.27965639755321,7,7,7,0,0,8,8,0,Good,Good,2.5776478723914096,2.5776478723914096,iter_02
student_005,89.85730426994462,2.4832628563046457,22.0,0.1128755843774838,60.15403403767517,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",perfect_translation,"[95, 100]",['Translated all elements to Indonesian'],88.24660994716224,7,7,7,0,0,8,8,0,Good,Good,1.6106943227823791,1.6106943227823791,iter_02
student_006,89.85665620367027,2.483439435064793,22.0,0.1128836106847633,60.01654379069805,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.195367738604546, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Transaksi (synonym)'],87.84978924114301,7,7,7,0,0,8,8,0,Good,Good,2.006866962527255,2.006866962527255,iter_02
student_007,89.85665620367027,2.483439435064793,22.0,0.1128836106847633,60.01654379069805,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.195367738604546, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Transaksi (synonym)'],92.43278460264708,7,7,7,0,0,8,8,0,Good,Excellent,2.576128398976806,2.576128398976806,iter_02
student_008,89.85665620367027,2.483439435064793,22.0,0.1128836106847633,60.01654379069805,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.195367738604546, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Transaksi (synonym)'],93.93381437103996,7,7,7,0,0,8,8,0,Good,Excellent,4.077158167369689,4.077158167369689,iter_02
student_009,89.85665620367027,2.483439435064793,22.0,0.1128836106847633,60.01654379069805,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.195367738604546, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Transaksi (synonym)'],93.56017290494978,7,7,7,0,0,8,8,0,Good,Excellent,3.703516701279512,3.703516701279512,iter_02
student_010,89.84716258481608,2.486026455461979,22.0,0.113001202520999,59.954430961183135,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.212759330868721, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pesanan to Pemesanan (synonym)'],87.43832125819539,7,7,7,0,0,8,8,0,Good,Good,2.4088413266206885,2.4088413266206885,iter_02
student_011,89.84716258481608,2.486026455461979,22.0,0.113001202520999,59.954430961183135,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.212759330868721, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pesanan to Pemesanan (synonym)'],90.27633453773232,7,7,7,0,0,8,8,0,Good,Excellent,0.429171952916235,0.429171952916235,iter_02
student_012,89.85665620367027,2.483439435064793,22.0,0.1128836106847633,60.01654379069805,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.195367738604546, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Transaksi (synonym)'],90.39688908164868,7,7,7,0,0,8,8,0,Good,Excellent,0.5402328779784114,0.5402328779784114,iter_02
student_013,89.85665620367027,2.483439435064793,22.0,0.1128836106847633,60.01654379069805,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.195367738604546, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Transaksi (synonym)'],84.12923597278353,7,7,7,0,0,8,8,0,Good,Good,5.727420230886736,5.727420230886736,iter_02
student_014,89.85730426994462,2.4832628563046457,22.0,0.1128755843774838,60.15403403767517,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",[],88.45286181823667,7,7,7,0,0,8,8,0,Good,Good,1.4044424517079506,1.4044424517079506,iter_02
student_015,93.8923577265374,1.4310869731009008,22.0,0.0650494078682227,60.837431464876445,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 10.965519189834595, 'total_attr_cost': 7.7459186236063635, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]","['Changed Pelanggan to Pembeli (synonym)', 'Changed Pembayaran to Bayar (synonym)']",88.26516530368973,7,7,7,0,0,8,8,0,Excellent,Good,5.627192422847671,5.627192422847671,iter_02
student_016,93.76361970261262,1.4632579989731314,22.0,0.0665117272260514,60.04429134939397,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.187598422169685, 'total_attr_cost': 7.7459186236063635, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pesanan → Pesanan', 'Typo: Pengiriman → Pengirimen', 'Typo: Produk → Produk']",92.26196627697736,7,7,7,0,0,8,8,0,Excellent,Excellent,1.5016534256352545,1.5016534256352545,iter_02
student_017,89.85730426994462,2.4832628563046457,22.0,0.1128755843774838,60.15403403767517,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Faktur → Faktur', 'Typo: Pembayaran → Pembayaran', 'Typo: Pesanan → Pesanan']",88.1229710029033,7,7,7,0,0,8,8,0,Good,Good,1.7343332670413218,1.7343332670413218,iter_02
student_018,89.87593494887449,2.4781876400113108,22.0,0.1126448927277868,59.90569511694568,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.22640536725521, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pelanggan → Pelenggan', 'Typo: Produk → Produk', 'Typo: Pembayaran → Pembayaren']",88.82527205815187,7,7,7,0,0,8,8,0,Good,Good,1.05066289072262,1.05066289072262,iter_02
student_019,90.00217848376111,2.443852771818638,22.0,0.1110842169008471,59.9948815469231,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.201433166861534, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Faktur → Fektur', 'Typo: Pelanggan → Palanggan', 'Typo: Pembayaran → Pembayaran']",89.83903798927523,7,7,7,0,0,8,8,0,Excellent,Good,0.1631404944858872,0.1631404944858872,iter_02
student_020,89.80653853304814,2.497102726995945,22.0,0.1135046694089065,59.77650572146689,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.262578397989273, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pesanan → Pesanan', 'Typo: KeranjangBelanja → KaranjangBelanja']",90.46133381513349,7,7,7,0,0,8,8,0,Good,Excellent,0.6547952820853311,0.6547952820853311,iter_02
student_021,88.68276425974972,2.8075262241065504,22.0,0.1276148283684795,57.0839986205101,85.71428571428572,87.5,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 7, 'edges_wrong_type': 0, 'edges_missing': 1, 'edges_extra': 0, 'total_name_cost': 9.012360289692879, 'total_attr_cost': 6.0859144250551855, 'total_method_cost': 8.604109307130177}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",missing_classes,"[60, 80]",['Removed class: Pengiriman'],88.73487298676848,7,6,6,1,0,8,7,0,Good,Good,0.0521087270187621,0.0521087270187621,iter_02
student_022,72.41573260126604,8.3801386932532,22.0,0.3809153951478727,52.91761765877405,71.42857142857143,50.0,"{'nodes_key': 7, 'nodes_student': 5, 'nodes_matched': 5, 'nodes_missing': 2, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 4, 'edges_wrong_type': 0, 'edges_missing': 4, 'edges_extra': 0, 'total_name_cost': 7.062357351183891, 'total_attr_cost': 4.861092324058215, 'total_method_cost': 4.8908607562383}",15,"{'node_substitutions': 15, 'edge_wrong_types': 0, 'total_operations': 15}",missing_classes,"[60, 80]","['Removed class: Faktur', 'Removed class: Pelanggan']",72.84039090305677,7,5,5,2,0,8,4,0,Good,Good,0.4246583017907284,0.4246583017907284,iter_02
student_023,75.85143652997391,7.004065059870482,22.0,0.3183665936304764,55.19108364979426,71.42857142857143,62.5,"{'nodes_key': 7, 'nodes_student': 5, 'nodes_matched': 5, 'nodes_missing': 2, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 5, 'edges_wrong_type': 0, 'edges_missing': 3, 'edges_extra': 0, 'total_name_cost': 6.721337452530861, 'total_attr_cost': 3.6795662164688108, 'total_method_cost': 7.195710400740305}",15,"{'node_substitutions': 15, 'edge_wrong_types': 0, 'total_operations': 15}",missing_classes,"[60, 80]","['Removed class: Pengiriman', 'Removed class: KeranjangBelanja']",73.45183096355088,7,5,5,2,0,8,5,0,Good,Good,2.399605566423034,2.399605566423034,iter_02
student_024,75.71732654827795,7.0554368503391744,22.0,0.320701675015417,53.50117792685827,71.42857142857143,62.5,"{'nodes_key': 7, 'nodes_student': 5, 'nodes_matched': 5, 'nodes_missing': 2, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 5, 'edges_wrong_type': 0, 'edges_missing': 3, 'edges_extra': 0, 'total_name_cost': 6.97482331097126, 'total_attr_cost': 3.680336794257164, 'total_method_cost': 7.180736829837163}",15,"{'node_substitutions': 15, 'edge_wrong_types': 0, 'total_operations': 15}",missing_classes,"[60, 80]","['Removed class: KeranjangBelanja', 'Removed class: Produk']",75.55958406685153,7,5,5,2,0,8,5,0,Good,Good,0.1577424814264247,0.1577424814264247,iter_02
